TimeStamp	FrameNumber	T10.PosX	T10.PosY	T10.PosZ	SACR.PosX	SACR.PosY	SACR.PosZ	NAVE.PosX	NAVE.PosY	NAVE.PosZ	XYPH.PosX	XYPH.PosY	XYPH.PosZ	STRN.PosX	STRN.PosY	STRN.PosZ	LASIS.PosX	LASIS.PosY	LASIS.PosZ	RASIS.PosX	RASIS.PosY	RASIS.PosZ	LPSIS.PosX	LPSIS.PosY	LPSIS.PosZ	RPSIS.PosX	RPSIS.PosY	RPSIS.PosZ	LGTRO.PosX	LGTRO.PosY	LGTRO.PosZ	FLTHI.PosX	FLTHI.PosY	FLTHI.PosZ	LLEK.PosX	LLEK.PosY	LLEK.PosZ	LATI.PosX	LATI.PosY	LATI.PosZ	LLM.PosX	LLM.PosY	LLM.PosZ	LHEE.PosX	LHEE.PosY	LHEE.PosZ	LTOE.PosX	LTOE.PosY	LTOE.PosZ	LMT5.PosX	LMT5.PosY	LMT5.PosZ	RGTRO.PosX	RGTRO.PosY	RGTRO.PosZ	FRTHI.PosX	FRTHI.PosY	FRTHI.PosZ	RLEK.PosX	RLEK.PosY	RLEK.PosZ	RATI.PosX	RATI.PosY	RATI.PosZ	RLM.PosX	RLM.PosY	RLM.PosZ	RHEE.PosX	RHEE.PosY	RHEE.PosZ	RTOE.PosX	RTOE.PosY	RTOE.PosZ	RMT5.PosX	RMT5.PosY	RMT5.PosZ	pelvis.PosX	pelvis.PosY	pelvis.PosZ	pelvis.RotX	pelvis.RotY	pelvis.RotZ	thorax.PosX	thorax.PosY	thorax.PosZ	thorax.RotX	thorax.RotY	thorax.RotZ	spine.PosX	spine.PosY	spine.PosZ	spine.RotX	spine.RotY	spine.RotZ	pelvislegs.PosX	pelvislegs.PosY	pelvislegs.PosZ	pelvislegs.RotX	pelvislegs.RotY	pelvislegs.RotZ	lfemur.PosX	lfemur.PosY	lfemur.PosZ	lfemur.RotX	lfemur.RotY	lfemur.RotZ	ltibia.PosX	ltibia.PosY	ltibia.PosZ	ltibia.RotX	ltibia.RotY	ltibia.RotZ	lfoot.PosX	lfoot.PosY	lfoot.PosZ	lfoot.RotX	lfoot.RotY	lfoot.RotZ	ltoes.PosX	ltoes.PosY	ltoes.PosZ	ltoes.RotX	ltoes.RotY	ltoes.RotZ	rfemur.PosX	rfemur.PosY	rfemur.PosZ	rfemur.RotX	rfemur.RotY	rfemur.RotZ	rtibia.PosX	rtibia.PosY	rtibia.PosZ	rtibia.RotX	rtibia.RotY	rtibia.RotZ	rfoot.PosX	rfoot.PosY	rfoot.PosZ	rfoot.RotX	rfoot.RotY	rfoot.RotZ	rtoes.PosX	rtoes.PosY	rtoes.PosZ	rtoes.RotX	rtoes.RotY	rtoes.RotZ	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ	Channel1.Anlg	Channel2.Anlg	Channel3.Anlg	Channel4.Anlg	Channel5.Anlg	Channel6.Anlg	Channel7.Anlg	Channel8.Anlg	Channel9.Anlg	Channel10.Anlg	Channel11.Anlg	Channel12.Anlg	Channel13.Anlg	Channel14.Anlg	Channel15.Anlg	Channel16.Anlg
6653.229201	  668156	0.048601	1.261374	0.010984	0.047794	1.162223	0.028186	-0.033153	1.080588	-0.285595	-0.005498	1.239628	-0.292693	0.005438	1.327300	-0.323420	-0.187604	1.127298	-0.149205	0.149015	1.039786	-0.182435	-0.059465	1.148906	0.045468	0.114190	1.100590	0.021654	-0.185030	1.081484	-0.135041	-0.261567	0.858172	-0.212104	-0.278712	0.604468	-0.259823	-0.275605	0.422593	-0.235615	-0.211076	0.121703	-0.209695	-0.149590	0.058020	-0.135602	-0.154398	0.083201	-0.428364	-0.232211	0.073424	-0.397563	0.125303	0.981506	-0.166751	0.155470	0.362636	-0.089852	0.224108	0.170122	0.059537	0.194384	0.084088	0.099649	0.224777	0.043270	0.107945	0.162194	0.045167	0.178189	0.122766	0.024871	-0.072717	0.210595	0.034238	-0.045841	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.145058	0.000000	-0.802701	7.860235	-6.747092	18.453289	-5.415896	-5.761005	0.978719	0.154246	0.000000	0.008527	-167.490936	951.311279	169.904984	-8.111534	-10.584845	146.735657	-0.001064	-0.012367	-0.000937	-0.004747	0.014392	0.019404	0.737924	0.702898	0.489263	0.052554	0.058422	-0.155020	0.000000	0.000000	0.000000	0.000000
6653.238943	  668157	0.046297	1.261682	0.007529	0.045647	1.162185	0.025592	-0.033911	1.077686	-0.288096	-0.008412	1.237487	-0.296280	0.002563	1.325016	-0.327164	-0.188733	1.125015	-0.152063	0.148643	1.038635	-0.183161	-0.061578	1.148833	0.043141	0.112643	1.100869	0.020363	-0.185906	1.079726	-0.137067	-0.260704	0.854602	-0.214504	0.000000	0.000000	0.000000	-0.272390	0.417841	-0.246341	-0.210820	0.113675	-0.236912	-0.149130	0.046598	-0.164763	-0.150679	0.087906	-0.455926	-0.228654	0.074661	-0.426929	0.124930	0.980463	-0.167405	0.155584	0.361964	-0.085201	0.224160	0.170065	0.065114	0.194469	0.084095	0.105114	0.224937	0.043558	0.114037	0.162401	0.044894	0.184165	0.122665	0.024857	-0.066932	0.210486	0.034226	-0.040038	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.049523	0.000000	1.897807	22.240238	-4.051197	-14.071515	7.688389	-0.202714	-0.200629	0.148800	0.000000	0.018084	-151.187637	950.918579	191.396439	-17.196770	-11.486688	141.497070	0.007481	0.003807	-0.018027	0.016310	0.011950	-0.015996	0.772104	0.696795	0.462103	0.050112	0.044689	-0.175772	0.000000	0.000000	0.000000	0.000000
6653.249105	  668158	0.043669	1.261790	0.004164	0.043374	1.161885	0.022953	-0.033996	1.074612	-0.289988	-0.011067	1.234508	-0.300068	-0.000331	1.322662	-0.331026	-0.189843	1.122262	-0.155309	0.147879	1.036979	-0.184491	-0.063448	1.148152	0.040125	0.110536	1.100676	0.018606	-0.186869	1.077176	-0.139670	-0.260018	0.850575	-0.216220	0.000000	0.000000	0.000000	-0.271288	0.414515	-0.254956	-0.208433	0.107726	-0.257020	-0.146846	0.035544	-0.193408	-0.148319	0.092445	-0.480785	-0.225579	0.075690	-0.452754	0.124609	0.978897	-0.168576	0.155905	0.361208	-0.080704	0.224352	0.170095	0.071071	0.194458	0.084096	0.110809	0.224804	0.043733	0.119690	0.161997	0.045428	0.190021	0.122761	0.025043	-0.060757	0.210679	0.034253	-0.033721	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.380643	0.000000	0.373189	12.250246	-11.708558	0.451086	4.369503	-4.572420	4.456786	0.158661	0.000000	0.027563	-170.086884	980.377502	168.972610	-27.022394	-3.318080	155.547470	-0.013881	0.001671	-0.011007	0.001357	0.014392	0.000178	0.780038	0.688555	0.517645	0.067507	0.044078	-0.153189	0.000000	0.000000	0.000000	0.000000
6653.259066	  668159	0.041644	1.262390	0.000721	0.041201	1.161476	0.020333	-0.034188	1.071293	-0.292671	-0.014068	1.231604	-0.303905	-0.003290	1.320317	-0.335304	-0.190978	1.120475	-0.159100	0.147261	1.035640	-0.185871	-0.066428	1.147152	0.036962	0.108167	1.100445	0.016710	-0.187697	1.074791	-0.139723	-0.259989	0.844961	-0.218948	0.000000	0.000000	0.000000	-0.266097	0.410859	-0.264052	-0.208354	0.101575	-0.282693	-0.144749	0.027569	-0.217972	-0.146381	0.095958	-0.502535	-0.223442	0.077119	-0.477117	0.124361	0.977531	-0.169571	0.156334	0.360335	-0.076201	0.224363	0.170121	0.076860	0.194369	0.084424	0.117247	0.224736	0.043886	0.126437	0.161924	0.044960	0.195736	0.122872	0.025150	-0.054726	0.210526	0.034086	-0.028242	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.826046	0.000000	-1.592616	20.327711	-3.018456	12.849773	-4.807241	-4.040661	2.493383	0.155859	0.000000	0.026764	-155.927979	1002.767883	200.241562	-26.838451	-10.953888	156.290283	-0.005336	-0.006569	0.005777	0.007155	0.018054	0.012690	0.811166	0.708392	0.516119	0.053774	0.041637	-0.183707	0.000000	0.000000	0.000000	0.000000
6653.269137	  668160	0.038855	1.262183	-0.003040	0.038233	1.160408	0.017560	-0.034369	1.068323	-0.295659	-0.016777	1.228390	-0.307414	-0.006259	1.317699	-0.339194	-0.193533	1.117565	-0.164303	0.147020	1.034378	-0.186979	-0.069006	1.145813	0.033623	0.106255	1.100267	0.014640	-0.196129	1.072911	-0.147318	-0.258221	0.840509	-0.219537	-0.251481	0.587386	-0.262692	-0.259527	0.407450	-0.271128	-0.204735	0.097207	-0.297380	-0.141575	0.020908	-0.239141	-0.145084	0.098240	-0.521234	-0.227425	0.077922	-0.493073	0.124269	0.976386	-0.170724	0.156929	0.359325	-0.072057	0.224528	0.170094	0.082483	0.194556	0.084521	0.122902	0.224761	0.043908	0.131625	0.161666	0.045420	0.201913	0.122544	0.024883	-0.049695	0.210638	0.034104	-0.022279	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.214588	0.000000	0.263886	17.955477	19.052565	6.913114	-5.027701	-0.002001	-4.088448	0.154010	0.000000	0.037682	-175.471695	992.795166	197.983475	-37.410439	-8.309946	152.900543	0.017552	0.004723	0.016458	0.012038	0.009814	0.006282	0.823068	0.684893	0.506353	0.065676	0.049571	-0.181571	0.000000	0.000000	0.000000	0.000000
6653.279632	  668161	0.035423	1.261867	-0.007021	0.035242	1.159519	0.013989	-0.034474	1.064924	-0.298894	-0.019530	1.225219	-0.311651	-0.009337	1.315120	-0.343064	-0.193935	1.113525	-0.168073	0.146295	1.032552	-0.188855	-0.072215	1.143866	0.029880	0.103142	1.099313	0.012624	-0.197713	1.070600	-0.153055	-0.257950	0.834299	-0.223208	-0.246509	0.582395	-0.263642	-0.256152	0.404439	-0.277446	-0.201873	0.093198	-0.313223	-0.138221	0.020517	-0.255321	-0.144617	0.097765	-0.537054	-0.221803	0.077673	-0.510182	0.123959	0.974687	-0.172737	0.157761	0.358416	-0.067674	0.224828	0.170114	0.088869	0.194484	0.084960	0.128952	0.224927	0.043852	0.137608	0.161601	0.045186	0.207419	0.122638	0.025044	-0.043518	0.210858	0.034123	-0.016332	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.397100	0.000000	0.173576	12.991942	17.219631	45.386810	-2.988912	-2.187572	-6.837918	0.160834	0.000000	0.039442	-179.534058	1003.515015	220.784821	-39.580158	-12.497044	161.399338	0.027318	0.007469	-0.002157	0.004103	0.011645	0.047786	0.821237	0.672991	0.543890	0.063235	0.052928	-0.203848	0.000000	0.000000	0.000000	0.000000
6653.288922	  668162	0.031493	1.260852	-0.010753	0.031774	1.157813	0.010584	-0.034400	1.061819	-0.302582	-0.022164	1.221816	-0.315908	-0.012576	1.312858	-0.347190	-0.195479	1.109551	-0.173090	0.145918	1.031225	-0.190928	-0.075146	1.141923	0.024889	0.101027	1.098765	0.009458	-0.199202	1.066935	-0.158864	-0.256242	0.828434	-0.225795	-0.242627	0.576842	-0.266408	-0.256013	0.401967	-0.282683	-0.200950	0.087538	-0.323248	-0.133683	0.020631	-0.268076	-0.144758	0.093706	-0.549705	-0.226164	0.074626	-0.519559	0.123538	0.973100	-0.174748	0.158748	0.357503	-0.063229	0.225017	0.170152	0.094462	0.194575	0.084996	0.134988	0.224929	0.043898	0.143230	0.161663	0.045726	0.213333	0.122617	0.024927	-0.037944	0.210800	0.034144	-0.010145	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.232104	0.000000	-0.171740	-1.112473	31.333115	21.111418	5.381141	0.504677	-7.272556	0.157715	0.000000	0.045949	-197.140945	983.088135	237.604462	-45.171680	-7.807102	155.048203	0.022435	0.034020	0.005777	-0.000780	-0.000867	0.022761	0.823984	0.649798	0.522222	0.082461	0.051402	-0.220023	0.000000	0.000000	0.000000	0.000000
6653.299204	  668163	0.027863	1.259344	-0.014225	0.028254	1.155979	0.006932	-0.034291	1.059208	-0.306304	-0.024916	1.218821	-0.320258	-0.015613	1.310508	-0.351214	-0.197232	1.105175	-0.178606	0.145225	1.029778	-0.193429	-0.078839	1.138891	0.020798	0.098130	1.097836	0.006682	-0.201099	1.062560	-0.164356	-0.250607	0.819448	-0.233836	-0.239552	0.571484	-0.268975	-0.251977	0.398221	-0.290067	-0.193038	0.083615	-0.331180	-0.130388	0.022411	-0.273287	-0.143547	0.087397	-0.557379	-0.223884	0.070451	-0.525496	0.123303	0.971702	-0.177081	0.159780	0.356012	-0.059259	0.225223	0.170122	0.100545	0.194546	0.085164	0.140986	0.224916	0.043782	0.149347	0.161850	0.045785	0.219375	0.122620	0.025049	-0.032151	0.210916	0.034056	-0.004277	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.156261	0.000000	-0.044276	-15.947291	83.674011	128.788498	3.704781	8.930846	-13.075019	0.158400	0.000000	0.055560	-206.058258	954.631714	233.635254	-53.039238	-15.088051	151.213684	0.027318	0.095970	0.038126	-0.000474	-0.020704	0.138118	0.812692	0.611346	0.516424	0.071169	0.072460	-0.217276	0.000000	0.000000	0.000000	0.000000
6653.308968	  668164	0.024036	1.257427	-0.017895	0.024781	1.154329	0.002869	-0.034863	1.055817	-0.310915	-0.027603	1.216149	-0.324694	-0.018684	1.308546	-0.355186	-0.199086	1.100900	-0.184615	0.144634	1.028653	-0.195959	-0.082474	1.136024	0.015662	0.095072	1.096790	0.003229	-0.196455	1.052661	-0.166407	-0.255166	0.816166	-0.232672	-0.236596	0.566352	-0.271685	-0.246324	0.392992	-0.297256	-0.191533	0.078248	-0.331413	-0.125789	0.021713	-0.272266	-0.138879	0.074953	-0.558866	-0.217987	0.063943	-0.525396	0.122833	0.970281	-0.179895	0.161159	0.355278	-0.055042	0.225436	0.170153	0.106798	0.194499	0.085155	0.146771	0.224912	0.044154	0.155446	0.161874	0.046666	0.225801	0.122502	0.024942	-0.026132	0.211176	0.034069	0.002209	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.144551	0.000000	-0.157973	-2.618463	196.976685	256.795959	31.116970	18.468874	-28.473099	0.158235	0.000000	0.075221	-176.036697	909.372314	266.797974	-68.403587	-14.884882	143.894852	0.063023	0.257713	0.063150	0.021498	-0.026502	0.274531	0.815439	0.550616	0.484991	0.069644	0.044994	-0.249625	0.000000	0.000000	0.000000	0.000000
6653.319178	  668165	0.019200	1.254975	-0.021168	0.021061	1.152267	-0.001489	-0.034798	1.052797	-0.315273	-0.030145	1.213847	-0.329128	-0.022088	1.307083	-0.359039	-0.200905	1.096129	-0.190752	0.143584	1.027524	-0.199218	-0.086509	1.132570	0.010406	0.091951	1.095344	-0.000444	-0.198096	1.047549	-0.172602	-0.248103	0.807758	-0.243363	-0.233500	0.560488	-0.274560	-0.239648	0.387814	-0.301495	-0.186308	0.075320	-0.328207	-0.125086	0.021387	-0.267219	-0.133467	0.058307	-0.557125	-0.212727	0.053395	-0.522156	0.122558	0.968774	-0.182977	0.162419	0.353777	-0.051234	0.225543	0.170194	0.112472	0.194549	0.085312	0.152187	0.221263	0.038972	0.158013	0.161641	0.046567	0.231061	0.122765	0.024990	-0.019890	0.211108	0.033884	0.007952	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.133510	0.000000	-0.348247	10.660757	702.100037	-138.147964	244.504227	4.321745	-93.737160	0.150810	0.000000	0.121268	-188.315689	827.400574	187.279922	-100.336845	-3.585276	124.779915	0.221104	1.002953	0.209024	0.014174	0.000659	-0.140203	0.807504	0.456011	0.414495	0.082461	0.053234	-0.173026	0.000000	0.000000	0.000000	0.000000
